name,height_in,gender,birth_year,birth_age,death_year,death_age,years_alive,hair,series
Morena,NA,Female,NA,NA,NA,NA,NA,NA,wot
Solain Morgeillin,NA,Female,818,NE,NA,NA,NA,NA,wot
Mori,NA,Female,NA,NA,NA,NA,NA,NA,wot
Morin,NA,Female,NA,NA,NA,NA,NA,Yellow,wot
Gitara Moroso,NA,Female,672,NE,978,NE,306,White,wot
Morrigan,NA,Female,NA,NA,NA,NA,NA,NA,wot
Varuna Morrigan,NA,Female,NA,NA,681,NE,NA,NA,wot
Morsa,NA,Female,NA,NA,NA,NA,NA,NA,wot
Berenicia Morsad,NA,Female,838,NE,NA,NA,NA,NA,wot
Delana Mosalaine,NA,Female,950,NE,1000,NE,50,White,wot
Amira Moselle,NA,Female,823,NE,1000,NE,177,NA,wot
Catrelle Mosenain,NA,Female,NA,NA,NA,NA,NA,NA,wot
Daigian Moseneillin,NA,Female,907,NE,1000,NE,93,Black,wot
Alanna Mosvani,64,Female,951,NE,1000,NE,49,Black,wot
Elinde Motheneos,NA,Female,NA,NA,943,FY,NA,NA,wot
Careme Mowly,NA,Female,NA,NA,NA,NA,NA,NA,wot
Ellya Mowly,NA,Female,978,NE,NA,NA,NA,NA,wot
Muelin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Mulaen,NA,Female,NA,NA,NA,NA,NA,NA,wot
Mulinda,NA,Female,NA,NA,NA,NA,NA,NA,wot
Murane,NA,Female,NA,NA,NA,NA,NA,NA,wot
Andaya Murasaka,NA,Female,NA,NA,NA,NA,NA,NA,wot
Kuan Murasaka,NA,Female,NA,NA,NA,NA,NA,NA,wot
Letice Murow,NA,Female,NA,NA,NA,NA,NA,NA,wot
Musarin,NA,Female,NA,NA,NA,NA,NA,White,wot
Malind Nachenin,NA,Female,941,NE,NA,NA,NA,NA,wot
Kiruna Nachiman,NA,Female,NA,NA,NA,NA,NA,NA,wot
Menuki Nachiman,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nadere,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nadira,NA,Female,NA,NA,NA,NA,NA,NA,wot
Naeise,NA,Female,NA,NA,1000,NE,NA,NA,wot
Samalin Naerodan,NA,Female,935,NE,NA,NA,NA,NA,wot
Kerene Nagashi,NA,Female,793,NE,979,NE,186,Dark,wot
Nagora,NA,Female,NA,NA,NA,NA,NA,NA,wot
Amico Nagoyin,NA,Female,967,NE,999,NE,32,NA,wot
Naime din Malzar,NA,Female,NA,NA,NA,NA,NA,NA,wot
Naiselle,NA,Female,NA,NA,NA,NA,NA,NA,wot
Aeldra Najaf,NA,Female,NA,NA,NA,NA,NA,White,wot
Nakomi,NA,Female,NA,NA,NA,NA,NA,Gray,wot
Nalhera,NA,Female,NA,NA,NA,NA,NA,Gray,wot
Nalla,NA,Female,NA,NA,NA,NA,NA,NA,wot
Bennae Nalsad,NA,Female,NA,NA,NA,NA,NA,Dark,wot
Adeleas Namelle,NA,Female,735,NE,1000,NE,265,White,wot
Vandene Namelle,NA,Female,737,NE,1000,NE,263,White,wot
Namene,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nana,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nandera,NA,Female,NA,NA,NA,NA,NA,Gray,wot
Anaiyella Narencelona,NA,Female,NA,NA,NA,NA,NA,NA,wot
Narendhra,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nariene,NA,Female,NA,NA,NA,NA,NA,NA,wot
Narisse,NA,Female,NA,NA,NA,NA,NA,Gray,wot
Azille Narof,NA,Female,NA,NA,NA,NA,NA,NA,wot
Berylla Naron,NA,Female,933,NE,NA,NA,NA,Black,wot
Nashia,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nata,NA,Female,NA,NA,NA,NA,NA,Dark,wot
Natasia,NA,Female,NA,NA,NA,NA,NA,NA,wot
Valinde Nathenos,NA,Female,NA,NA,NA,NA,NA,NA,wot
Kiyosa Natomo,NA,Female,NA,NA,197,NE,NA,NA,wot
Ishara Nawan,NA,Female,NA,NA,454,NE,NA,NA,wot
Nazelle,NA,Female,NA,NA,NA,NA,NA,NA,wot
Dalaine Ndaye,NA,Female,NA,NA,64,NE,NA,NA,wot
Neain,NA,Female,NA,NA,999,NE,NA,NA,wot
Selame Necoine,NA,Female,NA,NA,5,NE,NA,NA,wot
Corianin Nedeal,NA,Female,NA,NA,526,NE,NA,NA,wot
Neferi,NA,Female,NA,NA,998,NE,NA,NA,wot
Negaine,NA,Female,NA,NA,NA,NA,NA,NA,wot
Negara,NA,Female,NA,NA,NA,NA,NA,NA,wot
Ferane Neheran,NA,Female,727,NE,NA,NA,NA,Black,wot
Neilyn,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nelsa,NA,Female,NA,NA,NA,NA,NA,NA,wot
Maigan Nem,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nemaris,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sarene Nemdahl,64,Female,955,NE,NA,NA,NA,Dark,wot
Aloisia Nemosni,NA,Female,400,NE,NA,NA,NA,NA,wot
Nenci,NA,Female,NA,NA,NA,NA,NA,NA,wot
Aludra Nendenhald,NA,Female,959,NE,NA,NA,NA,Dark,wot
Kateri Nepvue,NA,Female,NA,NA,1000,NE,NA,NA,wot
Pritalle Nerbaijan,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nerein,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tazenia Nerenhald,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nerilea,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nerith,NA,Female,NA,NA,NA,NA,NA,NA,wot
Derys Nermala,NA,Female,911,NE,NA,NA,NA,NA,wot
Areina Nermasiv,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nerrine,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nesair,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nesaline,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nesita,NA,Female,NA,NA,NA,NA,NA,NA,wot
Cairlyn Nesolle,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nethvin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Desala Nevanche,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nevarin,NA,Female,NA,NA,NA,NA,NA,Sandy,wot
Nianh,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nichil,NA,Female,NA,NA,NA,NA,NA,Golden,wot
Niella,NA,Female,NA,NA,NA,NA,NA,Red,wot
Niere,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nildra,NA,Female,NA,NA,NA,NA,NA,Gray,wot
Nimri,NA,Female,NA,NA,NA,NA,NA,NA,wot
Niolle din Lembar,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nissa,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nisura,NA,Female,NA,NA,NA,NA,NA,NA,wot
Kamile Noallin,NA,Female,NA,NA,NA,NA,NA,Gray,wot
Marli Noichin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Camaille Nolaisen,NA,Female,NA,NA,NA,NA,NA,NA,wot
Aisling Noon,NA,Female,954,NE,NA,NA,NA,NA,wot
Edarna Noregovna,NA,Female,NA,NA,115,NE,NA,NA,wot
Ester Norham,NA,Female,NA,NA,NA,NA,NA,NA,wot
Norie,NA,Female,NA,NA,NA,NA,NA,NA,wot
Turanna Norill,NA,Female,NA,NA,NA,NA,NA,NA,wot
Norla,NA,Female,NA,NA,NA,NA,NA,NA,wot
Norlea,NA,Female,NA,NA,NA,NA,NA,NA,wot
Norlesh,NA,Female,NA,NA,NA,NA,NA,NA,wot
Jamilila Norsish,NA,Female,NA,NA,NA,NA,NA,NA,wot
Ayako Norsoni,62,Female,NA,NA,NA,NA,NA,Black,wot
Tiana Noselle,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nosinda,NA,Female,NA,NA,NA,NA,NA,NA,wot
Notasha,NA,Female,NA,NA,NA,NA,NA,NA,wot
Notori,NA,Female,NA,NA,1000,NE,NA,NA,wot
Nubei Peldovni,NA,Female,NA,NA,NA,NA,NA,NA,wot
Chisaine Nurbaya,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nyein Kalede,NA,Female,NA,NA,NA,NA,NA,Dark,wot
Beldeine Nyram,65,Female,966,NE,1000,NE,34,NA,wot
Sabeine Ocalin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Oncala,NA,Female,NA,NA,NA,NA,NA,NA,wot
Faolain Orande,NA,Female,970,NE,NA,NA,NA,Dark,wot
Osana,NA,Female,NA,NA,NA,NA,NA,Dark,wot
Oselle,NA,Female,NA,NA,NA,NA,NA,Black,wot
Belevaere Osiellin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tamra Ospenya,NA,Female,NA,NA,979,NE,NA,Dark,wot
Padra,NA,Female,NA,NA,NA,NA,NA,NA,wot
Amira Paendrag,NA,Female,942,FY,961,FY,19,NA,wot
Aurana Paendrag,NA,Female,986,NE,1000,NE,14,NA,wot
Chimal Paendrag,NA,Female,NA,NA,1000,NE,NA,NA,wot
Tuon Athaem Kore Paendrag,NA,Female,980,NE,NA,NA,NA,Black,wot
Laiwynde Paendrag,NA,Female,964,FY,994,FY,30,NA,wot
Radhanan Paendrag,NA,Female,NA,NA,1000,NE,NA,NA,wot
Ravashi Paendrag,NA,Female,NA,NA,1000,NE,NA,NA,wot
Varuota Paendrag,NA,Female,NA,NA,NA,NA,NA,NA,wot
Berelain sur Paendrag Paeron,NA,Female,974,NE,NA,NA,NA,Black,wot
Haesel Palan,NA,Female,NA,NA,NA,NA,NA,NA,wot
Zaida din Parede Blackwing,NA,Female,NA,NA,NA,NA,NA,Black,wot
Patrinda,NA,Female,NA,NA,NA,NA,NA,NA,wot
Janine Pavlara,NA,Female,963,NE,NA,NA,NA,NA,wot
Pedra,NA,Female,NA,NA,NA,NA,NA,NA,wot
Pelanna,NA,Female,NA,NA,NA,NA,NA,Gray,wot
Naris Pelden,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sephanie Pelden,NA,Female,NA,NA,NA,NA,NA,NA,wot
Birlen Pena,NA,Female,NA,NA,NA,NA,NA,NA,wot
Elza Penfell,NA,Female,NA,NA,1000,NE,NA,NA,wot
Phaedrine,NA,Female,NA,NA,NA,NA,NA,Dark,wot
Piava,NA,Female,NA,NA,NA,NA,NA,NA,wot
Pol,NA,Female,NA,NA,NA,NA,NA,NA,wot
Poleine,NA,Female,NA,NA,NA,NA,NA,NA,wot
Salia Pomfrey,NA,Female,NA,NA,NA,NA,NA,NA,wot
Latra Posae Decume,NA,Female,NA,NA,NA,NA,NA,NA,wot
Cumere Powys,NA,Female,NA,NA,NA,NA,NA,NA,wot
Valera Prosnarin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Pylar,NA,Female,NA,NA,NA,NA,NA,NA,wot
Alwin Rael,NA,Female,NA,NA,NA,NA,NA,NA,wot
Raemassa,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rahvin's Pet Aes Sedai,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rainyn din Burun,NA,Female,NA,NA,NA,NA,NA,NA,wot
Lideine Rajan,NA,Female,NA,NA,NA,NA,NA,NA,wot
Ramesa,NA,Female,NA,NA,NA,NA,NA,NA,wot
Ramola,NA,Female,NA,NA,NA,NA,NA,NA,wot
Alvera Ramosanya,NA,Female,NA,NA,578,NE,NA,NA,wot
Rana,NA,Female,NA,NA,NA,NA,NA,NA,wot
Daerilla Raned,NA,Female,NA,NA,NA,NA,NA,NA,wot
Caseille Raskovni,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tsutama Rath,NA,Female,827,NE,NA,NA,NA,Black,wot
Aisha Raveneos,NA,Female,NA,NA,979,NE,NA,NA,wot
Reale,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nesta din Reas Two Moons,NA,Female,NA,NA,1000,NE,NA,White,wot
Silvane Redfor,NA,Female,NA,NA,NA,NA,NA,NA,wot
Jestian Redhill,NA,Female,NA,NA,NA,NA,NA,NA,wot
Merean Redhill,NA,Female,716,NE,979,NE,263,Gray,wot
Rendra,NA,Female,NA,NA,NA,NA,NA,Red,wot
Renel,NA,Female,NA,NA,NA,NA,NA,NA,wot
Arathelle Renshar,NA,Female,NA,NA,NA,NA,NA,Brown,wot
Resara,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rhea,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rhea - wife of Caar al Thorin al Toren,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rhiale,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rhian,NA,Female,NA,NA,NA,NA,NA,Red,wot
Rhiannon,NA,Female,NA,NA,NA,NA,NA,NA,wot
Riallin,NA,Female,NA,NA,NA,NA,NA,Yellow,wot
Ailil Riatin,66,Female,NA,NA,NA,NA,NA,NA,wot
Rilith,NA,Female,NA,NA,NA,NA,NA,NA,wot
Riselle,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rislyn,NA,Female,NA,NA,NA,NA,NA,NA,wot
Marith Riven,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rodera,NA,Female,NA,NA,NA,NA,NA,NA,wot
Mistress Romera,NA,Female,NA,NA,NA,NA,NA,NA,wot
Aleis Romlin,NA,Female,NA,NA,922,NE,NA,NA,wot
Ronelle,NA,Female,NA,NA,NA,NA,NA,NA,wot
Roon,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rosala,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rosana Emares,67,Female,NA,NA,NA,NA,NA,NA,wot
Rosel of Essam,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rosene,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rosil,NA,Female,NA,NA,NA,NA,NA,NA,wot
Chai Rugan,NA,Female,NA,NA,NA,NA,NA,NA,wot
Rysael din Yulan,NA,Female,NA,NA,NA,NA,NA,NA,wot
Saal,NA,Female,NA,NA,NA,NA,NA,NA,wot
Shielyn din Sabura Night Waters,NA,Female,NA,NA,NA,NA,NA,NA,wot
Farnah Sadaou,NA,Female,NA,NA,NA,NA,NA,NA,wot
Coiren Saeldain,NA,Female,861,NE,NA,NA,NA,NA,wot
Avene Sahera,NA,Female,NA,NA,NA,NA,NA,NA,wot
Colavaere Saighan,NA,Female,NA,NA,1000,NE,NA,NA,wot
Dairaine Saighan,NA,Female,NA,NA,NA,NA,NA,Black,wot
Nestelle din Sakura South Star,NA,Female,NA,NA,NA,NA,NA,NA,wot
Salya,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sammana,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sanaiye Asaheen,NA,Female,NA,NA,NA,NA,NA,NA,wot
Siuan Sanche,NA,Female,957,NE,1000,NE,43,Dark,wot
Sanetre,NA,Female,NA,NA,NA,NA,NA,NA,wot
Karale Sanghir,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sara,NA,Female,NA,NA,NA,NA,NA,NA,wot
Saralin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Feragaine Saralman,NA,Female,NA,NA,754,NE,NA,NA,wot
Elenia Sarand,NA,Female,NA,NA,NA,NA,NA,Red,wot
Sarasia,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sarena,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sarendhra,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sarinde,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nedare Satarov,NA,Female,NA,NA,NA,NA,NA,Black,wot
Satina,NA,Female,NA,NA,NA,NA,NA,NA,wot
Savara,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sealdre,NA,Female,NA,NA,NA,NA,NA,Golden,wot
Seana,NA,Female,NA,NA,999,NE,NA,Dark,wot
Sefela,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sela,NA,Female,NA,NA,NA,NA,NA,NA,wot
Cemeille din Selaan Long Eyes,NA,Female,NA,NA,NA,NA,NA,NA,wot
Derah din Selaan Rising Wave,NA,Female,NA,NA,NA,NA,NA,NA,wot
Selame,NA,Female,NA,NA,1000,NE,NA,NA,wot
Selindrin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Selucia,NA,Female,956,NE,NA,NA,NA,NA,wot
Semirhage,NA,Female,-500,AB,1000,NE,3985,NA,wot
Sendara,NA,Female,NA,NA,NA,NA,NA,NA,wot
Aliane Senican,NA,Female,NA,NA,355,NE,NA,NA,wot
Senine din Ryal,NA,Female,500,B,NA,NA,NA,Gray,wot
Sephraem,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sera,NA,Female,NA,NA,NA,NA,NA,Dark,wot
Serailla,NA,Female,NA,NA,NA,NA,NA,NA,wot
Seralin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Chanelle din Seran White Shark,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sereine dar Shamelle Motara,NA,Female,NA,NA,NA,NA,NA,NA,wot
Seri,NA,Female,982,NE,NA,NA,NA,NA,wot
Serile,NA,Female,NA,NA,NA,NA,NA,NA,wot
Serinia,NA,Female,NA,NA,NA,NA,NA,NA,wot
Serrisa,NA,Female,NA,NA,NA,NA,NA,NA,wot
Setsuko,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sevanna,NA,Female,NA,NA,NA,NA,NA,Golden,wot
Milis din Shalada Three Stars,NA,Female,NA,NA,NA,NA,NA,Black,wot
Shanal,NA,Female,NA,NA,NA,NA,NA,NA,wot
Shanan,NA,Female,NA,NA,NA,NA,NA,NA,wot
Shanelle,NA,Female,NA,NA,NA,NA,NA,NA,wot
Shanni,NA,Female,NA,NA,NA,NA,NA,NA,wot
Leane Sharif,NA,Female,952,NE,NA,NA,NA,NA,wot
Sharlotta,NA,Female,NA,NA,NA,NA,NA,NA,wot
Anthelle Sharplyn,NA,Female,NA,NA,NA,NA,NA,NA,wot
Ispan Shefar,NA,Female,891,NE,1000,NE,109,Black,wot
Shemaen,NA,Female,NA,NA,NA,NA,NA,NA,wot
Shemari,NA,Female,NA,NA,NA,NA,NA,NA,wot
Shemerin,NA,Female,828,NE,NA,NA,NA,NA,wot
Berana Shemon,NA,Female,NA,NA,NA,NA,NA,NA,wot
Shendla,NA,Female,NA,NA,NA,NA,NA,NA,wot
Arrela Shiego,NA,Female,NA,NA,NA,NA,NA,Dark,wot
Shimel,NA,Female,NA,NA,NA,NA,NA,NA,wot
Shimoku,NA,Female,NA,NA,NA,NA,NA,NA,wot
Aiden Shimura,NA,Female,NA,NA,NA,NA,NA,Black,wot
Darnella Shoran,NA,Female,NA,NA,NA,NA,NA,NA,wot
Shyanda,NA,Female,NA,NA,NA,NA,NA,Red,wot
Sibella,NA,Female,NA,NA,NA,NA,NA,Yellow,wot
Nieda Sidoro,NA,Female,NA,NA,NA,NA,NA,NA,wot
Siedre,NA,Female,NA,NA,NA,NA,NA,Red,wot
Sigril,NA,Female,NA,NA,NA,NA,NA,NA,wot
Birgitte Silverbow,67,Female,NA,NA,NA,NA,NA,Blonde,wot
Betse Silvin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Mili Skane,NA,Female,977,NE,NA,NA,NA,Brown,wot
Soferra,NA,Female,NA,NA,NA,NA,NA,NA,wot
Masuri Sokawa,NA,Female,935,NE,NA,NA,NA,NA,wot
Tzigan Sokorin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Solinda,NA,Female,NA,NA,NA,NA,NA,Red,wot
Espara Soman,NA,Female,NA,NA,NA,NA,NA,NA,wot
Somara,NA,Female,NA,NA,1000,NE,NA,NA,wot
Marya Somares,NA,Female,NA,NA,NA,NA,NA,NA,wot
Melavaire Someinellin,NA,Female,NA,NA,NA,NA,NA,White,wot
Someryn,76,Female,NA,NA,NA,NA,NA,Sandy,wot
Somma,NA,Female,NA,NA,NA,NA,NA,NA,wot
Soong,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sorelle,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sorelle ay Marena,NA,Female,NA,NA,NA,NA,NA,NA,wot
Cemaile Sorenthaine,NA,Female,NA,NA,705,NE,NA,NA,wot
Carlinya Sorevin,NA,Female,NA,NA,1000,NE,NA,Dark,wot
Sorilea,NA,Female,NA,NA,NA,NA,NA,White,wot
Fera Sormen,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sotarin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Kairen Stang,NA,Female,937,NE,1000,NE,63,NA,wot
Ester Stepashin,NA,Female,955,NE,NA,NA,NA,Brown,wot
Aeldene Stonebridge,NA,Female,NA,NA,NA,NA,NA,NA,wot
Elise Strang,NA,Female,NA,NA,244,NE,NA,NA,wot
Sulaan,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sulamein so Bhagad,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sulin,NA,Female,NA,NA,NA,NA,NA,White,wot
Sulmara,NA,Female,NA,NA,NA,NA,NA,NA,wot
Suraile,NA,Female,NA,NA,NA,NA,NA,NA,wot
Valene Sural,NA,Female,972,NE,NA,NA,NA,NA,wot
Surandha,NA,Female,NA,NA,NA,NA,NA,Golden,wot
Surasa,NA,Female,NA,NA,NA,NA,NA,NA,wot
Surela,NA,Female,NA,NA,NA,NA,NA,NA,wot
Surial,NA,Female,NA,NA,NA,NA,NA,NA,wot
Surine,NA,Female,NA,NA,NA,NA,NA,NA,wot
Keraille Surtovni,NA,Female,NA,NA,NA,NA,NA,Red,wot
Surya,NA,Female,NA,NA,NA,NA,NA,NA,wot
Susa (tale),NA,Female,NA,NA,NA,NA,NA,NA,wot
Susu,NA,Female,NA,NA,NA,NA,NA,NA,wot
Mahira Svetanya,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tabi,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tabiya,NA,Female,983,NE,NA,NA,NA,NA,wot
Breane Taborwin,64,Female,954,NE,NA,NA,NA,NA,wot
Lind Taglien,NA,Female,NA,NA,NA,NA,NA,NA,wot
Amaline Paendrag Tagora,NA,Female,NA,NA,961,FY,NA,NA,wot
Taisa,NA,Female,NA,NA,NA,NA,NA,Dark,wot
Eldase Takashi,NA,Female,NA,NA,NA,NA,NA,NA,wot
Talana,NA,Female,NA,NA,NA,NA,NA,NA,wot
Talha,NA,Female,NA,NA,NA,NA,NA,NA,wot
Talva,NA,Female,NA,NA,NA,NA,NA,Golden,wot
Samitsu Tamagowa,NA,Female,856,NE,NA,NA,NA,Dark,wot
Tamala,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tamana,NA,Female,NA,NA,NA,NA,NA,NA,wot
Egeanin Tamarath,67,Female,965,NE,NA,NA,NA,Dark,wot
Tamarla,NA,Female,NA,NA,NA,NA,NA,White,wot
Tamela,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tamika,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tanera,NA,Female,NA,NA,1000,NE,NA,NA,wot
Serafelle Tanisloe,NA,Female,NA,NA,NA,NA,NA,NA,wot
Kwamesa Taramasu,NA,Female,950,NE,1000,NE,50,Dark,wot
Dyelin Taravin,66,Female,NA,NA,NA,NA,NA,Golden,wot
Elwinn Taron,NA,Female,NA,NA,NA,NA,NA,NA,wot
Larelle Tarsi,NA,Female,732,NE,979,NE,247,White,wot
Idrien Tarsin,NA,Female,NA,NA,NA,NA,NA,Black,wot
Namine Tasil,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tauan,NA,Female,NA,NA,1000,NE,NA,NA,wot
Tava,NA,Female,NA,NA,NA,NA,NA,NA,wot
Pevara Tazanovni,64,Female,839,NE,NA,NA,NA,Black,wot
Tehan,NA,Female,NA,NA,NA,NA,NA,White,wot
Telaisien,NA,Female,NA,NA,NA,NA,NA,NA,wot
Cariandre Temalien,NA,Female,932,NE,NA,NA,NA,NA,wot
Alise Tenjile,NA,Female,NA,NA,NA,NA,NA,Dark,wot
Teodora,NA,Female,NA,NA,NA,NA,NA,NA,wot
Berisha Terakuni,NA,Female,NA,NA,1000,NE,NA,NA,wot
Teramina,NA,Female,NA,NA,NA,NA,NA,NA,wot
Teran,NA,Female,NA,NA,NA,NA,NA,NA,wot
Teresia,NA,Female,NA,NA,NA,NA,NA,NA,wot
Kyera Termendal,NA,Female,NA,NA,NA,NA,NA,NA,wot
Termylle,NA,Female,NA,NA,NA,NA,NA,NA,wot
Teryane,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tesan,NA,Female,NA,NA,NA,NA,NA,Dark,wot
Tetsuan,NA,Female,NA,NA,1200,AB,NA,NA,wot
Morvrin Thakanos,NA,Female,777,NE,NA,NA,NA,Gray,wot
Mistress Thane,NA,Female,NA,NA,NA,NA,NA,NA,wot
Kari Thane,NA,Female,NA,NA,NA,NA,NA,NA,wot
Nela Thane,NA,Female,NA,NA,NA,NA,NA,NA,wot
Duranda Tharne,NA,Female,NA,NA,NA,NA,NA,Red,wot
Therava,NA,Female,NA,NA,NA,NA,NA,Gray,wot
Ilyena Therin Moerelle,NA,Female,NA,NA,NA,NA,NA,Golden,wot
Marris Thornhill,NA,Female,NA,NA,NA,NA,NA,NA,wot
Thurasa,NA,Female,NA,NA,1000,P,NA,NA,wot
Tialin,NA,Female,NA,NA,NA,NA,NA,Red,wot
Tiedra,NA,Female,NA,NA,NA,NA,NA,NA,wot
Merean Tihomar,NA,Female,NA,NA,NA,NA,NA,NA,wot
Timna,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tinna,NA,Female,NA,NA,NA,NA,NA,Brown,wot
Tion,NA,Female,NA,NA,NA,NA,NA,Gray,wot
Yseidre Tirado,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tellindal Tirraso,NA,Female,NA,NA,NA,NA,NA,NA,wot
Elisane Tishar,NA,Female,NA,NA,NA,NA,NA,NA,wot
Isebaille Tobanyi,NA,Female,NA,NA,NA,NA,NA,NA,wot
Anarina Todande,NA,Female,NA,NA,102,NE,NA,NA,wot
Shalon din Togara Morning Tide,NA,Female,NA,NA,NA,NA,NA,NA,wot
Harine din Togara Two Winds,NA,Female,NA,NA,NA,NA,NA,Dark,wot
Niko Tokama,NA,Female,NA,NA,NA,NA,NA,NA,wot
Eldaya Tolen,NA,Female,NA,NA,549,NE,NA,NA,wot
Ailene Tolvina,NA,Female,NA,NA,NA,NA,NA,NA,wot
Mara Tomanes,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sareitha Tomares,NA,Female,965,NE,1000,NE,35,Dark,wot
Malin din Toral Breaking Wave,NA,Female,NA,NA,NA,NA,NA,Gray,wot
Salita Toranes,NA,Female,NA,NA,NA,NA,NA,Dark,wot
Jancy Torfinn,NA,Female,985,NE,NA,NA,NA,NA,wot
Doreille Torghin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Elayne Traemane,NA,Female,NA,NA,NA,NA,NA,NA,wot
Ellorien Traemane,NA,Female,NA,NA,NA,NA,NA,NA,wot
Seonid Traighan,NA,Female,928,NE,NA,NA,NA,Dark,wot
Elayne Trakand,67,Female,981,NE,NA,NA,NA,Red,wot
Maighdin Trakand,NA,Female,NA,NA,972,NE,NA,NA,wot
Morgase Trakand,66,Female,957,NE,NA,NA,NA,Red,wot
Nicola Treehill,NA,Female,974,NE,1000,NE,26,Dark,wot
Chowin Tsao,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tuandha,NA,Female,NA,NA,NA,NA,NA,NA,wot
Turane,NA,Female,NA,NA,NA,NA,NA,NA,wot
Turese,NA,Female,NA,NA,NA,NA,NA,NA,wot
Turolin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Tuva,NA,Female,NA,NA,1000,NE,NA,NA,wot
Mistress Tuval,NA,Female,NA,NA,NA,NA,NA,NA,wot
